"order_date","order_time","order_number","order_line_number","customer_name","product_name","store","promotion","order_quantity","unit_price","unit_cost","unit_discount","sales_amount"
2021-09-30,19:03:08,SO20210930/S18-20,2,Đức Nguyễn Minh,Cháo Yến Mạch Và Các Loại Dâu,KPIM Mart Vũ Tông Phan,Không giảm giá,6,158000.0,98213.0,0.0,948000.00
2021-09-30,20:46:08,SO20210930/S18-24,2,Sơn Nguyễn Minh,Rau Sắc Màu Hỗn Hợp,KPIM Mart Vũ Tông Phan,Giảm giá mua trên 5 sản phẩm,14,39000.0,19500.0,780.0,535080.00
2021-09-30,09:37:06,SO20210930/S21-4,3,Thảo Đoàn Phạm Phương,Rau Sắc Màu Hỗn Hợp,KPIM Mart Nguyễn Khang,Giảm giá mua trên 5 sản phẩm,11,39000.0,19500.0,780.0,420420.00
2021-09-30,12:46:13,SO20210930/S21-6,1,Châu Lâm Nguyễn Dương,Cháo Yến Mạch Và Các Loại Dâu,KPIM Mart Nguyễn Khang,Không giảm giá,3,158000.0,98213.0,0.0,474000.00
2021-09-30,19:08:35,SO20210930/S21-24,1,Đăng Trần Đồng Hải,Cháo Yến Mạch Và Các Loại Dâu,KPIM Mart Nguyễn Khang,Không giảm giá,4,158000.0,98213.0,0.0,632000.00
2021-10-17,18:49:11,SO20211017/S23-32,1,Tài Võ Văn,Ngũ vị hương,KPIM Mart Dịch Vọng,Không giảm giá,5,13300.0,4974.0,0.0,66500.00
2021-10-17,18:49:41,SO20211017/S23-33,2,Mạnh Trần Tiến,Ly giữ nhiệt,KPIM Mart Dịch Vọng,Không giảm giá,5,220000.0,110000.0,0.0,1100000.00
2021-10-17,20:28:59,SO20211017/S23-39,4,Anh Tạ Phương,Rau Sắc Màu Hỗn Hợp,KPIM Mart Dịch Vọng,Không giảm giá,4,39000.0,19500.0,0.0,156000.00
2021-10-17,07:58:54,SO20211017/S26-5,2,Anh Hà Mai,Cháo Yến Mạch Và Các Loại Dâu,KPIM Mart Bạch Đằng,Giảm giá mua trên 15 sản phẩm,18,158000.0,98213.0,7900.0,2701800.00
2021-10-17,17:42:43,SO20211017/S26-25,1,Huy Nguyễn Văn,Miến sườn heo,KPIM Mart Bạch Đằng,Không giảm giá,2,210000.0,133644.0,0.0,420000.00
2021-10-17,17:42:43,SO20211017/S26-25,2,Huy Nguyễn Văn,Nồi cơm nắp rời,KPIM Mart Bạch Đằng,Không giảm giá,1,250000.0,125000.0,0.0,250000.00
2021-10-17,19:46:18,SO20211017/S26-32,3,Bảo Phùng Gia,"Gia vị nấu lẩu, canh",KPIM Mart Bạch Đằng,Giảm giá mua trên 15 sản phẩm,18,38000.0,19000.0,1900.0,649800.00
2021-10-17,11:39:44,SO20211017/S29-9,3,Quân Phạm Tùng,"Xay tiêu, tỏi",KPIM Mart Hàng Trống,Không giảm giá,4,85000.0,50232.0,0.0,340000.00
2021-10-18,10:18:08,SO20211018/S7-7,2,Linh Tạ Thị Diệu,Ly giữ nhiệt,KPIM Mart Phố Huế,Không giảm giá,7,220000.0,110000.0,0.0,1540000.00
2021-10-18,10:18:08,SO20211018/S7-7,3,Linh Tạ Thị Diệu,"Xay tiêu, tỏi",KPIM Mart Phố Huế,Giảm giá mua trên 35 sản phẩm,44,85000.0,50232.0,12750.0,3179000.00
2021-07-02,10:56:16,SO20210702/S21-10,2,Anh Đinh Cát,Cháo ly,KPIM Mart Nguyễn Khang,Giảm giá mua trên 35 sản phẩm,45,12500.0,6250.0,1875.0,478125.00
2021-07-02,07:20:12,SO20210702/S24-1,3,Huy Trần Nhật,Tiêu xay,KPIM Mart Nghĩa Đô,Không giảm giá,1,13800.0,5161.0,0.0,13800.00
2021-07-02,13:53:58,SO20210702/S24-12,3,Hạnh Dương Thị Bích,Miến khác,KPIM Mart Nghĩa Đô,Không giảm giá,4,363000.0,225641.0,0.0,1452000.00
2021-07-02,18:08:48,SO20210702/S24-24,3,Đức Nguyễn Văn,Tiêu xay,KPIM Mart Nghĩa Đô,Không giảm giá,4,13800.0,5161.0,0.0,55200.00
2021-09-30,10:04:00,SO20210930/S2-9,4,Tâm Lương Hoàng Minh,Tiêu xay,KPIM Mart Ngọc Hà,Không giảm giá,3,13800.0,5161.0,0.0,41400.00
2021-09-30,11:26:53,SO20210930/S2-13,1,Kiệt Võ Anh,Miến khác,KPIM Mart Ngọc Hà,Không giảm giá,3,363000.0,225641.0,0.0,1089000.00
2021-09-30,12:56:50,SO20210930/S2-18,2,Ly Nguyễn Phương,Miến khác,KPIM Mart Ngọc Hà,Không giảm giá,1,363000.0,225641.0,0.0,363000.00
2021-09-30,12:56:50,SO20210930/S2-18,3,Ly Nguyễn Phương,Máy ép chậm,KPIM Mart Ngọc Hà,Không giảm giá,7,1390000.0,781736.0,0.0,9730000.00
2021-09-30,17:09:16,SO20210930/S2-31,1,Nghĩa Hoàng Nhân,Dao thái,KPIM Mart Ngọc Hà,Giảm giá mua trên 15 sản phẩm,17,80000.0,47278.0,4000.0,1292000.00
2021-09-30,17:52:58,SO20210930/S2-37,1,Linh Nguyễn Tuệ,Tiêu xay,KPIM Mart Ngọc Hà,Không giảm giá,3,13800.0,5161.0,0.0,41400.00
2021-09-30,17:52:58,SO20210930/S2-37,3,Linh Nguyễn Tuệ,Cháo ly,KPIM Mart Ngọc Hà,Giảm giá mua trên 15 sản phẩm,18,12500.0,6250.0,625.0,213750.00
2021-09-30,17:52:58,SO20210930/S2-37,4,Linh Nguyễn Tuệ,Cháo ly,KPIM Mart Ngọc Hà,Không giảm giá,2,12500.0,6250.0,0.0,25000.00
2021-09-30,18:26:30,SO20210930/S2-39,4,Trung Phan Tuấn,Chả Bò,KPIM Mart Ngọc Hà,Không giảm giá,3,48000.0,24000.0,0.0,144000.00
2021-09-30,11:36:08,SO20210930/S5-4,1,My Lê Thị Trà,Cháo ly,KPIM Mart Hàn Thuyên,Không giảm giá,3,12500.0,6250.0,0.0,37500.00
2021-09-30,11:36:08,SO20210930/S5-4,2,My Lê Thị Trà,Miến khác,KPIM Mart Hàn Thuyên,Không giảm giá,4,363000.0,225641.0,0.0,1452000.00
2021-10-17,20:51:48,SO20211017/S7-56,1,An Nguyễn Thiên,Bếp gas mini,KPIM Mart Phố Huế,Không giảm giá,1,360000.0,223776.0,0.0,360000.00
2021-10-17,20:51:48,SO20211017/S7-56,2,An Nguyễn Thiên,Tiêu xay,KPIM Mart Phố Huế,Không giảm giá,8,13800.0,5161.0,0.0,110400.00
2021-10-17,20:51:48,SO20211017/S7-56,3,An Nguyễn Thiên,Nắp chắn dầu,KPIM Mart Phố Huế,Không giảm giá,3,75000.0,37500.0,0.0,225000.00
2021-10-17,12:05:45,SO20211017/S13-11,1,Tú Vương Ngọc,Cháo ly,KPIM Mart Đức Giang,Không giảm giá,2,12500.0,6250.0,0.0,25000.00
2021-10-17,12:05:45,SO20211017/S13-11,3,Tú Vương Ngọc,Dao thái,KPIM Mart Đức Giang,Giảm giá mua trên 5 sản phẩm,11,80000.0,47278.0,1600.0,862400.00
2021-10-17,12:05:45,SO20211017/S13-11,4,Tú Vương Ngọc,Ly thủy tinh,KPIM Mart Đức Giang,Không giảm giá,4,4000.0,2000.0,0.0,16000.00
2021-10-17,18:26:30,SO20211017/S13-38,1,Tuấn Nguyễn Minh,Hỗn Hợp Hạt Dạng Thanh Giàu Đạm Hạt Vị Caramel Muối Và Bơ,KPIM Mart Đức Giang,Không giảm giá,2,209000.0,133008.0,0.0,418000.00
2021-10-16,13:05:46,SO20211016/S26-13,2,Trinh Huỳnh Thị Tú,Nồi cơm nấu chậm,KPIM Mart Bạch Đằng,Không giảm giá,1,1500000.0,843600.0,0.0,1500000.00
2021-10-17,16:39:30,SO20211017/S4-1,1,Mạnh Nguyễn Tiến,Bình đựng nước thủy tinh,KPIM Mart Lĩnh Nam,Không giảm giá,2,120000.0,74592.0,0.0,240000.00
2021-10-17,10:20:32,SO20211017/S7-9,1,Bách Đỗ Gia,Cafe đen hòa tan,KPIM Mart Phố Huế,Không giảm giá,1,202000.0,101000.0,0.0,202000.00
2021-10-17,10:20:32,SO20211017/S7-9,2,Bách Đỗ Gia,Vỉ hấp,KPIM Mart Phố Huế,Không giảm giá,8,80000.0,47278.0,0.0,640000.00
2021-10-17,18:11:13,SO20211017/S7-34,1,Quang Nguyễn Minh,Vỉ hấp,KPIM Mart Phố Huế,Không giảm giá,1,80000.0,47278.0,0.0,80000.00
2021-10-17,18:53:42,SO20211017/S7-41,2,Thịnh Doãn Tiến,Nồi đất,KPIM Mart Phố Huế,Không giảm giá,1,190000.0,95000.0,0.0,190000.00
2021-10-17,07:41:42,SO20211017/S13-2,3,Khánh Lê Minh Nam,Cafe phin nguyên hạt,KPIM Mart Đức Giang,Không giảm giá,4,276000.0,138000.0,0.0,1104000.00
2021-10-17,12:05:45,SO20211017/S13-11,2,Tú Vương Ngọc,Bếp gas đơn,KPIM Mart Đức Giang,Không giảm giá,4,400000.0,248640.0,0.0,1600000.00
2021-10-17,14:24:12,SO20211017/S13-17,2,Hà Phạm Thu,Bia,KPIM Mart Đức Giang,Giảm giá mua trên 35 sản phẩm,59,280000.0,140000.0,42000.0,14042000.00
2021-09-30,10:04:00,SO20210930/S2-9,2,Tâm Lương Hoàng Minh,Bình đựng nước thủy tinh,KPIM Mart Ngọc Hà,Giảm giá mua trên 25 sản phẩm,36,120000.0,74592.0,12000.0,3888000.00
2021-09-30,10:04:00,SO20210930/S2-9,3,Tâm Lương Hoàng Minh,"Kẹp gắp, khui hộp",KPIM Mart Ngọc Hà,Không giảm giá,2,80000.0,47278.0,0.0,160000.00
2021-09-30,12:56:50,SO20210930/S2-18,1,Ly Nguyễn Phương,Vỉ hấp,KPIM Mart Ngọc Hà,Không giảm giá,4,80000.0,47278.0,0.0,320000.00
2021-10-17,16:13:46,SO20211017/S20-12,2,Ngọc Nguyễn Hồng,Bánh que &,KPIM Mart CT1 Vimeco Nguyễn Chánh,Không giảm giá,1,19000.0,9500.0,0.0,19000.00
2021-10-17,17:17:18,SO20211017/S20-19,1,Hạnh Phạm Minh,Miến khác,KPIM Mart CT1 Vimeco Nguyễn Chánh,Không giảm giá,1,363000.0,225641.0,0.0,363000.00
2021-10-17,17:17:18,SO20211017/S20-19,3,Hạnh Phạm Minh,Chả Bò,KPIM Mart CT1 Vimeco Nguyễn Chánh,Không giảm giá,1,48000.0,24000.0,0.0,48000.00
2021-10-17,17:57:33,SO20211017/S20-25,1,Nam Phạm Phương,"Gia vị nấu lẩu, canh Nhật Yosenabe",KPIM Mart CT1 Vimeco Nguyễn Chánh,Không giảm giá,3,78000.0,46096.0,0.0,234000.00
2021-09-30,20:56:04,SO20210930/S13-30,1,Đức Nguyễn Tiến,Miến khác,KPIM Mart Đức Giang,Không giảm giá,4,363000.0,225641.0,0.0,1452000.00
2021-09-30,20:56:04,SO20210930/S13-30,2,Đức Nguyễn Tiến,Cháo ly,KPIM Mart Đức Giang,Không giảm giá,7,12500.0,6250.0,0.0,87500.00
2021-09-30,06:28:39,SO20210930/S16-1,1,Thành Đào Thế,Tiêu xay,KPIM Mart Ô Chợ Dừa,Không giảm giá,5,13800.0,5161.0,0.0,69000.00
2021-09-30,06:28:39,SO20210930/S16-1,2,Thành Đào Thế,Ly thủy tinh,KPIM Mart Ô Chợ Dừa,Không giảm giá,10,4000.0,2000.0,0.0,40000.00
2021-09-30,18:26:54,SO20210930/S16-17,1,Thư Phạm Minh,Miến khác,KPIM Mart Ô Chợ Dừa,Không giảm giá,1,363000.0,225641.0,0.0,363000.00
2021-09-30,20:45:32,SO20210930/S16-23,1,Hoàng Nguyễn Sỹ,Miến khác,KPIM Mart Ô Chợ Dừa,Không giảm giá,3,363000.0,225641.0,0.0,1089000.00
2021-09-30,08:35:08,SO20210930/S23-4,1,Hoàn Lê Văn,Miến khác,KPIM Mart Dịch Vọng,Giảm giá mua trên 25 sản phẩm,29,363000.0,225641.0,36300.0,9474300.00
2021-09-30,09:32:19,SO20210930/S23-5,1,Mai Trần Phùng Xuân,Tiêu xay,KPIM Mart Dịch Vọng,Không giảm giá,3,13800.0,5161.0,0.0,41400.00
2021-09-30,14:49:39,SO20210930/S23-12,5,Quân Nguyễn Đoàn Minh,Tiêu xay,KPIM Mart Dịch Vọng,Giảm giá mua trên 15 sản phẩm,18,13800.0,5161.0,690.0,235980.00
2021-09-30,18:26:30,SO20210930/S2-39,3,Trung Phan Tuấn,"Kẹp gắp, khui hộp",KPIM Mart Ngọc Hà,Không giảm giá,3,80000.0,47278.0,0.0,240000.00
2021-09-30,11:40:12,SO20210930/S5-5,1,Anh Nguyễn Thế,Cafe đen hòa tan,KPIM Mart Hàn Thuyên,Không giảm giá,3,202000.0,101000.0,0.0,606000.00
2021-09-30,15:26:33,SO20210930/S5-12,2,Trung Trần Quang,Nồi cơm nấu chậm,KPIM Mart Hàn Thuyên,Không giảm giá,1,1500000.0,843600.0,0.0,1500000.00
2021-09-30,18:32:18,SO20210930/S5-25,3,Trí Nguyễn Viết,Bếp từ đôi,KPIM Mart Hàn Thuyên,Giảm giá mua trên 35 sản phẩm,45,3250000.0,1753885.0,487500.0,124312500.00
2021-09-30,06:41:15,SO20210930/S15-3,1,Thành Nguyễn Ngọc Huy,Gia vị dạng bột khác,KPIM Mart Tây Sơn,Không giảm giá,9,125000.0,77700.0,0.0,1125000.00
2021-09-30,12:05:28,SO20210930/S15-11,2,Anh Bùi Thị Quỳnh,Bếp từ đôi,KPIM Mart Tây Sơn,Không giảm giá,3,3250000.0,1753885.0,0.0,9750000.00
2021-09-30,16:37:12,SO20210930/S23-15,3,Anh Vũ Thị Phương,Cá trích hộp,KPIM Mart Dịch Vọng,Giảm giá mua trên 35 sản phẩm,47,12000.0,6000.0,1800.0,479400.00
2021-09-30,17:17:19,SO20210930/S23-18,1,Uyên Lưu Nguyễn Hoàng,Miến khác,KPIM Mart Dịch Vọng,Không giảm giá,4,363000.0,225641.0,0.0,1452000.00
2021-09-30,12:59:09,SO20210930/S26-7,1,Hường Nguyễn Thúy,Bánh que &,KPIM Mart Bạch Đằng,Không giảm giá,1,19000.0,9500.0,0.0,19000.00
2021-09-30,17:11:52,SO20210930/S26-11,2,Linh Nguyễn Hương,Dao thái,KPIM Mart Bạch Đằng,Giảm giá mua trên 25 sản phẩm,29,80000.0,47278.0,8000.0,2088000.00
2021-09-30,19:55:18,SO20210930/S26-20,3,Quang Trần Minh,Nồi inox,KPIM Mart Bạch Đằng,Giảm giá mua trên 15 sản phẩm,17,720000.0,458208.0,36000.0,11628000.00
2021-09-30,18:37:18,SO20210930/S29-19,1,Mỹ Trần Hoàng,Tiêu xay,KPIM Mart Hàng Trống,Giảm giá mua trên 25 sản phẩm,36,13800.0,5161.0,1380.0,447120.00
2021-09-30,18:37:18,SO20210930/S29-19,3,Mỹ Trần Hoàng,Rau củ đóng hộp,KPIM Mart Hàng Trống,Giảm giá mua trên 35 sản phẩm,49,37500.0,18750.0,5625.0,1561875.00
2021-09-30,20:14:10,SO20210930/S29-20,1,Huy Nguyễn Thành,Tiêu xay,KPIM Mart Hàng Trống,Giảm giá mua trên 35 sản phẩm,45,13800.0,5161.0,2070.0,527850.00
2021-09-30,20:14:10,SO20210930/S29-20,3,Huy Nguyễn Thành,Miến khác,KPIM Mart Hàng Trống,Giảm giá mua trên 15 sản phẩm,22,363000.0,225641.0,18150.0,7586700.00
2021-09-30,11:22:19,SO20210930/S8-9,1,Giang Lê Thị Thanh,Giò Lụa Ngon,KPIM Mart Phan Chu Trinh,Không giảm giá,2,225000.0,112500.0,0.0,450000.00
2021-09-30,07:13:07,SO20210930/S18-1,1,Kỳ Trương Thư,Nồi cơm nấu chậm,KPIM Mart Vũ Tông Phan,Không giảm giá,2,1500000.0,843600.0,0.0,3000000.00
2021-09-30,07:13:07,SO20210930/S18-1,2,Kỳ Trương Thư,Mì khoai tây,KPIM Mart Vũ Tông Phan,Không giảm giá,3,4200.0,2100.0,0.0,12600.00
2021-09-30,07:51:22,SO20210930/S18-2,3,Ngọc Trần Trí Bảo,Nồi nhôm,KPIM Mart Vũ Tông Phan,Không giảm giá,3,580000.0,369112.0,0.0,1740000.00
2021-09-30,11:08:01,SO20210930/S18-6,3,Bảo Nguyễn Gia,Nồi nhôm,KPIM Mart Vũ Tông Phan,Không giảm giá,3,580000.0,369112.0,0.0,1740000.00
2021-09-30,11:47:53,SO20210930/S7-13,1,Linh Trương Khánh,Nồi nhôm,KPIM Mart Phố Huế,Không giảm giá,1,580000.0,369112.0,0.0,580000.00
2021-09-30,18:43:00,SO20210930/S7-30,2,Thảo Nguyễn Thị Thanh,Bếp từ hồng ngoại,KPIM Mart Phố Huế,Giảm giá mua trên 15 sản phẩm,15,3250000.0,1972100.0,162500.0,46312500.00
2021-09-30,20:31:43,SO20210930/S7-35,2,Trang Nguyễn Minh,Vỉ hấp,KPIM Mart Phố Huế,Không giảm giá,1,80000.0,47278.0,0.0,80000.00
2021-09-30,18:12:19,SO20210930/S10-1,3,Tuấn Lưu Anh,"Kẹp gắp, khui hộp",KPIM Mart Võng Thị,Không giảm giá,2,80000.0,47278.0,0.0,160000.00
2021-09-30,11:26:01,SO20210930/S13-9,3,Trang Nguyễn Linh,Mì cay,KPIM Mart Đức Giang,Không giảm giá,8,5500.0,4235.0,0.0,44000.00
2021-09-30,11:26:01,SO20210930/S13-9,4,Trang Nguyễn Linh,Nồi đất,KPIM Mart Đức Giang,Không giảm giá,1,190000.0,95000.0,0.0,190000.00
